period_end,period_year,period_month,period_label,period_short,beroep,vacatures
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Integratie expert ICT,26
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Integratie expert ICT,27
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Integratie expert ICT,21
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Integratie expert ICT,26
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Integratie expert ICT,35
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Interieurarchitect interieurvormgever,56
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Interieurarchitect interieurvormgever,60
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Interieurarchitect interieurvormgever,81
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Interieurarchitect interieurvormgever,40
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Interieurarchitect interieurvormgever,71
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Interieurarchitect interieurvormgever,51
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Interieurarchitect interieurvormgever,27
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Interieurarchitect interieurvormgever,37
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Interieurarchitect interieurvormgever,46
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Interieurarchitect interieurvormgever,54
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Interieurbouwer,305
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Interieurbouwer,348
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Interieurbouwer,290
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Interieurbouwer,236
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Interieurbouwer,424
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Interieurbouwer,270
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Interieurbouwer,299
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Interieurbouwer,183
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Interieurbouwer,231
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Interieurbouwer,224
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Isoleerder ruwbouw en dak,56
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Isoleerder ruwbouw en dak,22
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Isoleerder ruwbouw en dak,46
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Isoleerder ruwbouw en dak,34
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Isoleerder ruwbouw en dak,31
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Isoleerder ruwbouw en dak,37
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Isoleerder ruwbouw en dak,49
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Isoleerder ruwbouw en dak,20
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Isoleerder ruwbouw en dak,10
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Isoleerder ruwbouw en dak,11
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Journalist-redacteur,5
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Journalist-redacteur,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Journalist-redacteur,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Journalist-redacteur,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Journalist-redacteur,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Juridisch medewerker,2
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Juridisch medewerker,15
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Juridisch medewerker,24
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Juridisch medewerker,3
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Juridisch medewerker,6
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Juridisch medewerker,8
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Juridisch medewerker,11
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Juridisch medewerker,6
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Juridisch medewerker,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Juridisch medewerker,2
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Jurist,2
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Jurist,8
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Jurist,15
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Jurist,7
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Jurist,10
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Jurist,16
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Jurist,13
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Jurist,11
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Jurist,30
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Jurist,26
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Kamerjongen-Kamermeisje,3
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Kamerjongen-Kamermeisje,3
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Kantoorverantwoordelijke in de financiële sector,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Kapper,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Kapper,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Kapper,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Kapper,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Kapper,7
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Kapper,7
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Kelner,1
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Kelner,8
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Kelner,6
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Kelner,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Kelner,6
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Kelner,7
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Kelner,5
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Kelner,11
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Kelner,6
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Keukenmedewerker,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Keukenmedewerker,5
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Keukenmedewerker,3
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Keukenmedewerker,7
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Keukenmedewerker,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Keukenmedewerker,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Keukenmedewerker,2
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Keukenmedewerker,14
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Keukenmedewerker,8
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Keukenverantwoordelijke,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Keukenverantwoordelijke,6
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Keukenverantwoordelijke,3
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Kinderbegeleider baby's en peuters,3
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Kinderbegeleider baby's en peuters,0
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Kinderbegeleider baby's en peuters,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Kinderbegeleider baby's en peuters,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Kinderbegeleider baby's en peuters,3
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Kinderbegeleider baby's en peuters,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Kinderbegeleider baby's en peuters,0
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Kinderbegeleider schoolgaande kinderen,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Kinderbegeleider schoolgaande kinderen,3
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Kinderbegeleider schoolgaande kinderen,18
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Kinderbegeleider schoolgaande kinderen,9
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Kinderbegeleider schoolgaande kinderen,8
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Kinderbegeleider schoolgaande kinderen,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Kinesitherapeut,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Kinesitherapeut,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Kleermaker,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Koeltechnicus,83
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Koeltechnicus,119
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Koeltechnicus,111
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Koeltechnicus,166
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Koeltechnicus,161
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Koeltechnicus,209
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Koeltechnicus,139
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Koeltechnicus,95
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Koeltechnicus,116
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Koeltechnicus,155
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Koerier besteller,25
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Koerier besteller,13
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Koerier besteller,13
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Koerier besteller,7
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Koerier besteller,6
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Koerier besteller,16
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Koerier besteller,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Koerier besteller,6
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Koerier besteller,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Koerier besteller,3
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Kok,2
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Kok,3
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Kok,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Kok,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Kok,0
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Kok,9
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Kok,4
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Kok,8
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Kok,8
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Kraanbestuurder,181
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Kraanbestuurder,242
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Kraanbestuurder,251
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Kraanbestuurder,186
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Kraanbestuurder,238
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Kraanbestuurder,345
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Kraanbestuurder,267
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Kraanbestuurder,215
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Kraanbestuurder,249
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Kraanbestuurder,245
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Landbouwkundig adviseur,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Landmeter,27
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Landmeter,28
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Landmeter,38
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Landmeter,31
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Landmeter,59
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Landmeter,24
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Landmeter,30
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Landmeter,32
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Landmeter,28
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Landmeter,28
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Landschapsarchitect,5
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Landschapsarchitect,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Landschapsarchitect,3
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Landschapsarchitect,4
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Landschapsarchitect,5
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Landschapsarchitect,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Landschapsarchitect,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Landschapsarchitect,4
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Leerkracht lager onderwijs,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Leerkracht secundair onderwijs,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Leerkracht secundair onderwijs,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Leerkracht secundair onderwijs,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Leidinggevende milieuzorg en sanering,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Leidinggevende milieuzorg en sanering,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Leidinggevende milieuzorg en sanering,0
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Leidinggevende onderwijsinstelling,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Leidinggevende schoonmaak,0
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Leidinggevende schoonmaak,5
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Leidinggevende schoonmaak,5
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Leidinggevende schoonmaak,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Leidinggevende schoonmaak,3
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Leidinggevende schoonmaak,0
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Leidinggevende schoonmaak,0
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Lifttechnicus,32
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Lifttechnicus,33
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Lifttechnicus,19
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Lifttechnicus,28
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Lifttechnicus,60
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Lifttechnicus,197
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Lifttechnicus,123
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Lifttechnicus,67
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Lifttechnicus,75
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Lifttechnicus,60
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Logistiek assistent in zorginstellingen,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Logistiek assistent in zorginstellingen,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Logistiek assistent in zorginstellingen,4
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Logistiek verantwoordelijke,84
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Logistiek verantwoordelijke,52
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Logistiek verantwoordelijke,18
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Logistiek verantwoordelijke,21
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Logistiek verantwoordelijke,26
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Logistiek verantwoordelijke,34
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Logistiek verantwoordelijke,29
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Logistiek verantwoordelijke,33
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Logistiek verantwoordelijke,50
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Logistiek verantwoordelijke,55
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Maatschappelijk werker,9
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Maatschappelijk werker,12
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Maatschappelijk werker,12
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Maatschappelijk werker,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Machinaal houtbewerker,6
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Machinaal houtbewerker,4
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Machinaal houtbewerker,3
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Machinaal houtbewerker,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Machinaal houtbewerker,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Machinaal houtbewerker,5
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Machinaal houtbewerker,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Machinaal houtbewerker,0
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Machinaal houtbewerker,5
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Machinaal houtbewerker,3
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Machinebouwer,19
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Machinebouwer,25
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Machinebouwer,0
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Machinebouwer,3
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Machinebouwer,5
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Machinebouwer,3
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Machinebouwer,4
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Machinebouwer,4
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Machinebouwer,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Machinebouwer,11
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Magazijnbeheerder,13
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Magazijnbeheerder,20
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Magazijnbeheerder,22
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Magazijnbeheerder,31
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Magazijnbeheerder,34
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Magazijnbeheerder,46
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Magazijnbeheerder,25
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Magazijnbeheerder,23
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Magazijnbeheerder,37
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Magazijnbeheerder,53
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Magazijnmedewerker,219
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Magazijnmedewerker,349
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Magazijnmedewerker,235
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Magazijnmedewerker,219
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Magazijnmedewerker,291
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Magazijnmedewerker,321
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Magazijnmedewerker,348
